Date, Type, Company, Symbol, Firm, Rating, Price_str, Price_int, Actual, Percent_Diff
02-Feb-2012,Coverage Reit/Price Tgt Changed*,Arrow Elec,ARW,Collins Stewart,Neutral,$38 &#187; $44,44,,0.0
02-Feb-2012,Coverage Reit/Price Tgt Changed*,Commvault Systems,CVLT,Mizuho,Neutral,$43 &#187; $47,47,,0.0
02-Feb-2012,Coverage Reit/Price Tgt Changed*,NextEra Energy,NEE,Hilliard Lyons,Buy,$60 &#187; $62,62,,0.0
01-Feb-2012,Upgrades,Seagate Tech,STX,Stifel,Hold &#187; Buy,$35,35,32.47,-7.2286
01-Feb-2012,Downgrades,Zimmer Hldgs,ZMH,UBS,Buy &#187; Neutral,$56 &#187; $64,64,72.74,13.6562
01-Feb-2012,Downgrades,Healthcare Realty,HR,UBS,Neutral &#187; Sell,$16 &#187; $16,16,24.18,51.125
01-Feb-2012,Downgrades,Broadcom,BRCM,Auriga,Buy &#187; Hold,$35 &#187; $37,37,32.47,-12.2432
01-Feb-2012,Downgrades,Exxon Mobil,XOM,Argus,Buy &#187; Hold,,,87.03,0.0
01-Feb-2012,Downgrades,Mattel,MAT,Caris &amp; Company,Buy &#187; Above Average,$36 &#187; $38,38,36.63,-3.6053
01-Feb-2012,Downgrades,Newmont Mining,NEM,Stifel,Buy &#187; Hold,,,42.1,0.0
01-Feb-2012,Downgrades,Mattel,MAT,Stifel,Buy &#187; Hold,,,36.63,0.0
01-Feb-2012,Downgrades,Monster Worldwide,MWW,Oppenheimer,Outperform &#187; Perform,,,5.79,0.0
01-Feb-2012,Downgrades,Flushing Fin,FFIC,FBR Capital,Outperform &#187; Mkt Perform,$15 &#187; $15,15,15.58,3.8667
01-Feb-2012,Downgrades,Applied Micro,AMCC,Oppenheimer,Outperform &#187; Perform,$10,10,8.54,-14.6
01-Feb-2012,Downgrades,UNITIL Corporation,UTL,Brean Capital,Buy &#187; Hold,$31,31,25.72,-17.0323
01-Feb-2012,Downgrades,Techne,TECH,Robert W. Baird,Outperform &#187; Neutral,$81 &#187; $71,71,70.13,-1.2254
01-Feb-2012,Coverage Initiated,Blackstone,BX,Deutsche Bank,Buy,$19,19,17.74,-6.6316
01-Feb-2012,Coverage Initiated,RealD,RLD,GARP Research,Buy,,,11.6,0.0
01-Feb-2012,Coverage Initiated,IPC The Hospitalist,IPCM,BB&amp;T Capital Mkts,Hold,,,43.4,0.0
01-Feb-2012,Coverage Initiated,Polypore Intl,PPO,Wunderlich,Sell,$30,30,39.95,33.1667
01-Feb-2012,Coverage Initiated,Esterline Techs,ESL,Barrington Research,Outperform,$71,71,67.4,-5.0704
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Seagate Tech,STX,Deutsche Bank,Hold,$20 &#187; $23,23,32.47,41.1739
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Broadcom,BRCM,Deutsche Bank,Buy,$35 &#187; $40,40,32.47,-18.825
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Amazon.com,AMZN,Deutsche Bank,Buy,$246 &#187; $235,235,265,12.766
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Vertex Pharm,VRTX,Barclays,Overweight,$38 &#187; $44,44,45.44,3.2727
01-Feb-2012,Coverage Reit/Price Tgt Changed*,U.S. Steel,X,Barclays,Equal Weight,$30 &#187; $35,35,22.13,-36.7714
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Tyco,TYC,Barclays,Equal Weight,$50 &#187; $54,54,29.71,-44.9815
01-Feb-2012,Coverage Reit/Price Tgt Changed*,TJX,TJX,Barclays,Overweight,$69 &#187; $75,75,44.72,-40.3733
01-Feb-2012,Coverage Reit/Price Tgt Changed*,PPG Industries,PPG,Barclays,Equal Weight,$92 &#187; $101,101,138.4,37.0297
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Mattress Firm,MFRM,Barclays,Overweight,$30 &#187; $40,40,28.25,-29.375
01-Feb-2012,Coverage Reit/Price Tgt Changed*,lululemon athletica,LULU,Barclays,Overweight,$68 &#187; $74,74,67.86,-8.2973
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Linn Energy,LINE,Barclays,Overweight,$45 &#187; $41,41,35.19,-14.1707
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Danaher,DHR,Barclays,Overweight,$54 &#187; $58,58,60.38,4.1034
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Celanese,CE,Barclays,Overweight,$49 &#187; $57,57,46.72,-18.0351
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Broadcom,BRCM,Barclays,Overweight,$38 &#187; $42,42,32.47,-22.6905
01-Feb-2012,Coverage Reit/Price Tgt Changed*,ANN,ANN,Barclays,Overweight,$33 &#187; $31,31,30.87,-0.41935
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Amazon.com,AMZN,Barclays,Equal Weight,$225 &#187; $190,190,265,39.4737
01-Feb-2012,Coverage Reit/Price Tgt Changed*,YUM! Brands,YUM,UBS,Buy,$63 &#187; $76,76,64.63,-14.9605
01-Feb-2012,Coverage Reit/Price Tgt Changed*,U.S. Steel,X,UBS,Buy,$34 &#187; $38,38,22.13,-41.7632
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Quicksilver Resrcs,KWK,UBS,Neutral,$7 &#187; $5,5,2.6,-48
01-Feb-2012,Coverage Reit/Price Tgt Changed*,C.H. Robinson,CHRW,UBS,Buy,$95 &#187; $88,88,65.26,-25.8409
01-Feb-2012,Coverage Reit/Price Tgt Changed*,ACE Limited,ACE,UBS,Buy,$76 &#187; $78,78,83.67,7.2692
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Whole Foods,WFM,RBC Capital Mkts,Outperform,$74 &#187; $85,85,47.71,-43.8706
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Triumph Group,TGI,RBC Capital Mkts,Outperform,$69 &#187; $78,78,70.07,-10.1667
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Seagate Tech,STX,RBC Capital Mkts,Sector Perform,$21 &#187; $25,25,32.47,29.88
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Natl Oilwell Varco,NOV,RBC Capital Mkts,Outperform,$80 &#187; $85,85,70.4,-17.1765
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Myriad Genetics,MYGN,RBC Capital Mkts,Outperform,$26 &#187; $28,28,27.16,-3
01-Feb-2012,Coverage Reit/Price Tgt Changed*,L-3 Comms,LLL,RBC Capital Mkts,Underperform,$68 &#187; $72,72,73.35,1.875
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Helmerich &amp; Payne,HP,RBC Capital Mkts,Sector Perform,$64 &#187; $67,67,63.08,-5.8507
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Fortinet,FTNT,RBC Capital Mkts,Outperform,$24 &#187; $28,28,23.6,-15.7143
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Cameron,CAM,RBC Capital Mkts,Outperform,$58 &#187; $62,62,65.46,5.5806
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Amazon.com,AMZN,RBC Capital Mkts,Outperform,$240 &#187; $205,205,265,29.2683
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Align Tech,ALGN,Barrington Research,Outperform,$24 &#187; $28,28,31.9,13.9286
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Seagate Tech,STX,Brean Capital,Buy,$26 &#187; $30,30,32.47,8.2333
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Amazon.com,AMZN,Oppenheimer,Outperform,$255 &#187; $234,234,265,13.2479
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Six Flags,SIX,Oppenheimer,Outperform,$42 &#187; $50,50,29.81,-40.38
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Seagate Tech,STX,Needham,Strong Buy,$35 &#187; $45,45,32.47,-27.8444
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Fortinet,FTNT,Needham,Buy,$26 &#187; $30,30,23.6,-21.3333
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Ubiquiti Networks,UBNT,Wunderlich,Buy,$25 &#187; $28,28,13.95,-50.1786
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Ceva,CEVA,Wunderlich,Buy,$38 &#187; $36,36,15.15,-57.9167
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Aspen Tech,AZPN,The Benchmark Company,Buy,$19 &#187; $22,22,30.38,38.0909
01-Feb-2012,Coverage Reit/Price Tgt Changed*,CVS Caremark,CVS,Mizuho,Buy,$43 &#187; $45,45,50.79,12.8667
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Websense,WBSN,FBR Capital,Mkt Perform,$23 &#187; $20,20,,0.0
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Tyco,TYC,FBR Capital,Outperform,$54 &#187; $57,57,29.71,-47.8772
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Illinois Tool,ITW,FBR Capital,Outperform,$52 &#187; $58,58,61.51,6.0517
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Bottomline Tech,EPAY,Needham,Buy,$29 &#187; $33,33,29.28,-11.2727
01-Feb-2012,Coverage Reit/Price Tgt Changed*,C.R. Bard,BCR,Mizuho,Neutral,$79 &#187; $86,86,98.64,14.6977
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Affiliated Managers,AMG,Barrington Research,Outperform,$110 &#187; $120,120,144.61,20.5083
01-Feb-2012,Coverage Reit/Price Tgt Changed*,Advanced Energy,AEIS,Dougherty &amp; Company,Neutral,$8 &#187; $10,10,15.64,56.4
31-Jan-2012,Upgrades,PAREXEL,PRXL,BB&amp;T Capital Mkts,Hold &#187; Buy,,,33.85,0.0
31-Jan-2012,Upgrades,Range Resources,RRC,Canaccord Genuity,Sell &#187; Hold,$60 &#187; $59,59,67.03,13.6102
31-Jan-2012,Upgrades,EQT Corp.,EQT,Canaccord Genuity,Sell &#187; Hold,$45 &#187; $50,50,59.3,18.6
31-Jan-2012,Upgrades,Nike,NKE,Argus,Hold &#187; Buy,$118,118,53.32,-54.8136
31-Jan-2012,Upgrades,Under Armour,UA,Needham,Hold &#187; Buy,$86,86,50.87,-40.8488
31-Jan-2012,Downgrades,Helmerich &amp; Payne,HP,Global Hunter Securities,Accumulate &#187; Neutral,$70 &#187; $65,65,62.7,-3.5385
31-Jan-2012,Downgrades,Polypore Intl,PPO,DA Davidson,Buy &#187; Neutral,$73 &#187; $45,45,38.59,-14.2444
31-Jan-2012,Downgrades,RadioShack,RSH,Griffin Securities,Buy &#187; Hold,$20 &#187; $8,8,3.29,-58.875
31-Jan-2012,Downgrades,Carnival,CCL,Barclays,Overweight &#187; Equal Weight,$30 &#187; $26,26,37.64,44.7692
31-Jan-2012,Downgrades,Plum Creek,PCL,UBS,Neutral &#187; Sell,$36 &#187; $36,36,45.97,27.6944
31-Jan-2012,Downgrades,NYSE Euronext,NYX,RBC Capital Mkts,Outperform &#187; Sector Perform,$34.50 &#187; $30,30,33.8,12.6667
31-Jan-2012,Downgrades,Hyperdynamics,HDY,Howard Weil,Market Outperform &#187; Market Perform,$11 &#187; $4,4,4.08,2
31-Jan-2012,Downgrades,Rex Energy,REXX,Brean Capital,Buy &#187; Hold,,,13.13,0.0
31-Jan-2012,Downgrades,Enbridge Energy,EEP,Morgan Keegan,Outperform &#187; Mkt Perform,,,27.35,0.0
31-Jan-2012,Downgrades,Thomas &amp; Betts,TNB,Morgan Keegan,Outperform &#187; Mkt Perform,,,,0.0
31-Jan-2012,Downgrades,Pep Boys,PBY,BB&amp;T Capital Mkts,Hold &#187; Underweight,,,11.13,0.0
31-Jan-2012,Downgrades,Thomas &amp; Betts,TNB,Stifel,Buy &#187; Hold,,,,0.0
31-Jan-2012,Downgrades,ONEOK Partners,OKS,Oppenheimer,Outperform &#187; Perform,,,56.43,0.0
31-Jan-2012,Downgrades,Sensata Tech,ST,Oppenheimer,Outperform &#187; Perform,$35 &#187; $33,33,33.74,2.2424
31-Jan-2012,Downgrades,Pep Boys,PBY,The Benchmark Company,Buy &#187; Hold,$14 &#187; $15,15,11.13,-25.8
31-Jan-2012,Coverage Initiated,Bacterin International,BONE,William Blair,Outperform,,,1.36,0.0
31-Jan-2012,Coverage Initiated,ArQule,ARQL,RBC Capital Mkts,Outperform,$11,11,2.53,-77
31-Jan-2012,Coverage Initiated,AMC Networks,AMCX,Caris &amp; Company,Below Average,,,56.97,0.0
31-Jan-2012,Coverage Initiated,magicJack VocalTec,CALL,Oppenheimer,Outperform,$24,24,13.15,-45.2083
31-Jan-2012,Coverage Initiated,Zillow,Z,The Benchmark Company,Buy,$35,35,37.84,8.1143
31-Jan-2012,Coverage Initiated,BB&amp;T Corp,BBT,Wunderlich,Buy,$34,34,29.26,-13.9412
31-Jan-2012,Coverage Reit/Price Tgt Changed*,Sunoco Logistics,SXL,Barclays,Equal Weight,$33 &#187; $37,37,57.93,56.5676
31-Jan-2012,Coverage Reit/Price Tgt Changed*,Royal Caribbean,RCL,Barclays,Overweight,$38 &#187; $30,30,35.36,17.8667
31-Jan-2012,Coverage Reit/Price Tgt Changed*,Lowe's,LOW,Barclays,Equal Weight,$25 &#187; $28,28,37.59,34.25
31-Jan-2012,Coverage Reit/Price Tgt Changed*,Home Depot,HD,Barclays,Overweight,$46 &#187; $50,50,65.56,31.12
31-Jan-2012,Coverage Reit/Price Tgt Changed*,Alliance Data,ADS,Barclays,Overweight,$117 &#187; $126,126,157.6,25.0794
31-Jan-2012,Coverage Reit/Price Tgt Changed*,Align Tech,ALGN,JMP Securities,Mkt Outperform,$26 &#187; $29,29,31.36,8.1379
31-Jan-2012,Coverage Reit/Price Tgt Changed*,MicroStrategy,MSTR,UBS,Neutral,$114 &#187; $120,120,100.27,-16.4417
31-Jan-2012,Coverage Reit/Price Tgt Changed*,KiOR,KIOR,UBS,Buy,$28 &#187; $25,25,5.5,-78
31-Jan-2012,Coverage Reit/Price Tgt Changed*,Ametek,AME,UBS,Neutral,$42 &#187; $48,48,40.77,-15.0625
31-Jan-2012,Coverage Reit/Price Tgt Changed*,RadioShack,RSH,RBC Capital Mkts,Sector Perform,$11 &#187; $9,9,3.29,-63.4444
31-Jan-2012,Coverage Reit/Price Tgt Changed*,Inergy,NRGY,RBC Capital Mkts,Sector Perform,$26 &#187; $19,19,11.38,-40.1053
31-Jan-2012,Coverage Reit/Price Tgt Changed*,Curis,CRIS,Summer Street Research,Buy,$5 &#187; $7,7,3.18,-54.5714
31-Jan-2012,Coverage Reit/Price Tgt Changed*,Edwards Lifesciences,EW,Canaccord Genuity,Buy,$85 &#187; $90,90,89.93,-0.077778
31-Jan-2012,Coverage Reit/Price Tgt Changed*,Curis,CRIS,Brean Capital,Buy,$5 &#187; $6,6,3.18,-47
31-Jan-2012,Coverage Reit/Price Tgt Changed*,Equinix,EQIX,The Benchmark Company,Buy,$115 &#187; $140,140,215.43,53.8786
31-Jan-2012,Coverage Reit/Price Tgt Changed*,Magnum Hunter,MHR,Wunderlich,Buy,$9 &#187; $10,10,4.04,-59.6
30-Jan-2012,Upgrades,Advance Auto,AAP,UBS,Neutral &#187; Buy,$74 &#187; $90,90,73.33,-18.5222
30-Jan-2012,Upgrades,Progress Software,PRGS,JMP Securities,Mkt Perform &#187; Mkt Outperform,$27,27,23.25,-13.8889
30-Jan-2012,Upgrades,Motorola Solutions,MSI,Argus,Hold &#187; Buy,$55,55,57.59,4.7091
30-Jan-2012,Upgrades,Brooks Automation,BRKS,Brigantine,Hold &#187; Buy,$13.50,13.50,9.14,-32.2963
30-Jan-2012,Upgrades,Hancock Holding,HBHC,Morgan Keegan,Mkt Perform &#187; Outperform,$32 &#187; $37,37,29.09,-21.3784
30-Jan-2012,Downgrades,Kodiak Oil &amp; Gas,KOG,Global Hunter Securities,Accumulate &#187; Neutral,$12.50 &#187; $10,10,9.09,-9.1
30-Jan-2012,Downgrades,Time Warner,TWX,Barclays,Overweight &#187; Equal Weight,$38 &#187; $38,38,49.18,29.4211
30-Jan-2012,Downgrades,Procter &amp; Gamble,PG,UBS,Buy &#187; Neutral,$72 &#187; $66,66,72.85,10.3788
30-Jan-2012,Downgrades,Hittite Microwave,HITT,DA Davidson,Buy &#187; Neutral,,,61.16,0.0
30-Jan-2012,Downgrades,Union First Mkt Banc,UBSH,Stifel,Buy &#187; Hold,,,16.67,0.0
30-Jan-2012,Downgrades,Provident Finl,PFS,Stifel,Buy &#187; Hold,,,14.11,0.0
30-Jan-2012,Downgrades,CF Industries,CF,Cowen,Buy &#187; Hold,$180,180,227.07,26.15
30-Jan-2012,Downgrades,Columbia Banking,COLB,Wunderlich,Buy &#187; Hold,$22,22,19.71,-10.4091
30-Jan-2012,Downgrades,Methode Electronics,MEI,Robert W. Baird,Outperform &#187; Neutral,$9,9,9.57,6.3333
30-Jan-2012,Coverage Initiated,Spirit Airlines,SAVE,Deutsche Bank,Buy,$24,24,19.21,-19.9583
30-Jan-2012,Coverage Initiated,Medifast,MED,Standpoint Research,Buy,$24,24,23.73,-1.125
30-Jan-2012,Coverage Initiated,Laredo Petroleum,LPI,Howard Weil,Market Outperform,$31,31,19.02,-38.6452
30-Jan-2012,Coverage Reit/Price Tgt Changed*,UPS,UPS,Barclays,Overweight,$90 &#187; $94,94,79.01,-15.9468
30-Jan-2012,Coverage Reit/Price Tgt Changed*,Time Warner Cable,TWC,Barclays,Equal Weight,$80 &#187; $85,85,98.78,16.2118
30-Jan-2012,Coverage Reit/Price Tgt Changed*,Teekay Shipping,TK,Barclays,Equal Weight,$27 &#187; $29,29,33.49,15.4828
30-Jan-2012,Coverage Reit/Price Tgt Changed*,Marvell,MRVL,Barclays,Equal Weight,$13 &#187; $15,15,9.08,-39.4667
30-Jan-2012,Coverage Reit/Price Tgt Changed*,Honeywell,HON,Barclays,Overweight,$70 &#187; $74,74,67.24,-9.1351
30-Jan-2012,Coverage Reit/Price Tgt Changed*,Carbo Ceramics,CRR,Barclays,Equal Weight,$175 &#187; $157,157,74.05,-52.8344
30-Jan-2012,Coverage Reit/Price Tgt Changed*,Altria,MO,Barclays,Equal Weight,$28 &#187; $30,30,32.01,6.7
30-Jan-2012,Coverage Reit/Price Tgt Changed*,Molina Healthcare,MOH,UBS,Neutral,$22 &#187; $31,31,28.53,-7.9677
30-Jan-2012,Coverage Reit/Price Tgt Changed*,Honeywell,HON,UBS,Neutral,$55 &#187; $57,57,67.24,17.9649
30-Jan-2012,Coverage Reit/Price Tgt Changed*,Universal Stainless/Alloy,USAP,Auriga,Buy,$44 &#187; $54,54,35.1,-35
30-Jan-2012,Coverage Reit/Price Tgt Changed*,Weight Watchers,WTW,Auriga,Buy,$75 &#187; $87,87,53.31,-38.7241
30-Jan-2012,Coverage Reit/Price Tgt Changed*,Procter &amp; Gamble,PG,Caris &amp; Company,Average,$72 &#187; $68,68,72.85,7.1324
30-Jan-2012,Coverage Reit/Price Tgt Changed*,Cliffs Natural Resources,CLF,Longbow,Buy,$112 &#187; $84,84,35.57,-57.6548
30-Jan-2012,Coverage Reit/Price Tgt Changed*,City National,CYN,Compass Point,Neutral,$42 &#187; $40,40,53.24,33.1
30-Jan-2012,Coverage Reit/Price Tgt Changed*,BB&amp;T Corp,BBT,Compass Point,Neutral,$27 &#187; $31,31,29.53,-4.7419
30-Jan-2012,Coverage Reit/Price Tgt Changed*,Oasis Petroleum,OAS,Wunderlich,Buy,$38 &#187; $42,42,35.41,-15.6905
30-Jan-2012,Coverage Reit/Price Tgt Changed*,Citizens Rep Bancorp,CRBC,Oppenheimer,Outperform,$13 &#187; $15,15,,0.0
30-Jan-2012,Coverage Reit/Price Tgt Changed*,Globe Specialty Metals,GSM,Oppenheimer,Outperform,$22 &#187; $20,20,14.57,-27.15
30-Jan-2012,Coverage Reit/Price Tgt Changed*,Honeywell,HON,Oppenheimer,Outperform,$62 &#187; $65,65,67.24,3.4462
30-Jan-2012,Coverage Reit/Price Tgt Changed*,iGATE,IGTE,Oppenheimer,Outperform,$18 &#187; $22,22,17.37,-21.0455
30-Jan-2012,Coverage Reit/Price Tgt Changed*,JB Hunt Trans,JBHT,FBR Capital,Outperform,$52 &#187; $56,56,66.6,18.9286
30-Jan-2012,Coverage Reit/Price Tgt Changed*,SunTrust Banks,STI,FBR Capital,Mkt Perform,$25 &#187; $23,23,28.22,22.6957
30-Jan-2012,Coverage Reit/Price Tgt Changed*,Ryland Group,RYL,FBR Capital,Mkt Perform,$18 &#187; $20,20,40.12,100.6
30-Jan-2012,Coverage Reit/Price Tgt Changed*,Procter &amp; Gamble,PG,Hilliard Lyons,Long-term Buy,$81 &#187; $79,79,72.85,-7.7848
27-Jan-2012,Upgrades,Synaptics,SYNA,Needham,Hold &#187; Buy,$41,41,,0.0
27-Jan-2012,Downgrades,American Electric,AEP,Deutsche Bank,Buy &#187; Hold,$42 &#187; $41,41,,0.0
27-Jan-2012,Downgrades,Nucor,NUE,Deutsche Bank,Buy &#187; Hold,$47,47,,0.0
27-Jan-2012,Downgrades,Inergy,NRGY,Robert W. Baird,Outperform &#187; Underperform,$14 &#187; $31,31,,0.0
27-Jan-2012,Downgrades,Uroplasty,UPI,JMP Securities,Mkt Outperform &#187; Mkt Perform,,,,0.0
27-Jan-2012,Downgrades,Sherwin-Williams,SHW,Hilliard Lyons,Long-term Buy &#187; Neutral,,,,0.0
27-Jan-2012,Downgrades,Micromet,MITI,Maxim Group,Buy &#187; Hold,,,,0.0
27-Jan-2012,Downgrades,Micromet,MITI,Needham,Buy &#187; Hold,,,,0.0
27-Jan-2012,Downgrades,Siemens AG,SI,Argus,Buy &#187; Hold,,,,0.0
27-Jan-2012,Downgrades,Celgene,CELG,Argus,Buy &#187; Hold,,,,0.0
27-Jan-2012,Downgrades,WesBanco Inc,WSBC,Stifel,Buy &#187; Hold,,,,0.0
27-Jan-2012,Downgrades,Tortoise Energy,TYY,Stifel,Buy &#187; Hold,,,,0.0
27-Jan-2012,Downgrades,Juniper Networks,JNPR,Stifel,Buy &#187; Hold,,,,0.0
27-Jan-2012,Downgrades,Idenix Pharma,IDIX,Stifel,Hold &#187; Sell,,,,0.0
27-Jan-2012,Downgrades,Travelzoo,TZOO,The Benchmark Company,Buy &#187; Hold,$37 &#187; $30,30,,0.0
27-Jan-2012,Downgrades,Juniper Networks,JNPR,Morgan Keegan,Outperform &#187; Mkt Perform,$25 &#187; $20,20,,0.0
27-Jan-2012,Downgrades,Healthcare Realty,HR,Robert W. Baird,Outperform &#187; Neutral,$22,22,,0.0
27-Jan-2012,Coverage Initiated,Travelzoo,TZOO,Ascendiant Capital Markets,Buy,$34,34,,0.0
27-Jan-2012,Coverage Initiated,Brocade,BRCD,Kaufman Bros,Hold,$6,6,,0.0
27-Jan-2012,Coverage Initiated,Emulex,ELX,Kaufman Bros,Buy,$21,21,,0.0
27-Jan-2012,Coverage Initiated,QLogic,QLGC,Kaufman Bros,Buy,$21,21,,0.0
27-Jan-2012,Coverage Initiated,Bonanza Creek Energy,BCEI,Howard Weil,Market Outperform,$22,22,,0.0
27-Jan-2012,Coverage Initiated,Maxwell Tech,MXWL,Canaccord Genuity,Buy,$24,24,,0.0
27-Jan-2012,Coverage Initiated,Targa Resources,TRGP,Morgan Keegan,Outperform,$57,57,,0.0
27-Jan-2012,Coverage Initiated,Targa Resources,NGLS,Morgan Keegan,Outperform,$46,46,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,A.O. Smith,AOS,Maxim Group,Buy,$50 &#187; $54,54,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Eaton,ETN,MKM Partners,Buy,$48 &#187; $53,53,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Wesco,WCC,Barclays,Overweight,$62 &#187; $68,68,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,United Continental,UAL,Barclays,Overweight,$30 &#187; $32,32,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Textron,TXT,Barclays,Overweight,$25 &#187; $28,28,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Teradyne,TER,Barclays,Overweight,$20 &#187; $22,22,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Starbucks,SBUX,Barclays,Equal Weight,$42 &#187; $45,45,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Stanley Black &amp; Decker,SWK,Barclays,Overweight,$82 &#187; $84,84,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Praxair,PX,Barclays,Equal Weight,$105 &#187; $115,115,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Potash,POT,Barclays,Overweight,$69 &#187; $66,66,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Noble Corp,NE,Barclays,Overweight,$52 &#187; $46,46,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Molina Healthcare,MOH,Barclays,Equal Weight,$30 &#187; $32,32,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Hubbell,HUB.B,Barclays,Overweight,$71 &#187; $77,77,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,FICO,FICO,Barclays,Equal Weight,$37 &#187; $40,40,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,DeVry,DV,Barclays,Equal Weight,$42 &#187; $37,37,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Delphi Automotive,DLPH,Barclays,Overweight,$32 &#187; $38,38,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,CONSOL Energy,CNX,Barclays,Overweight,$57 &#187; $54,54,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Celgene,CELG,Barclays,Equal Weight,$77 &#187; $83,83,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Caterpillar,CAT,Barclays,Overweight,$128 &#187; $131,131,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Canadian Pacific,CP,Barclays,Equal Weight,$65 &#187; $70,70,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,AutoZone,AZO,Barclays,Overweight,$365 &#187; $375,375,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,FICO,FICO,Deutsche Bank,Hold,$32 &#187; $35,35,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Crown Castle,CCI,Collins Stewart,Buy,$58 &#187; $61,61,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,QLogic,QLGC,Needham,Buy,$16 &#187; $19,19,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Potash,POT,BMO Capital Markets,Outperform,$61 &#187; $59,59,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Maxim Integrated,MXIM,MKM Partners,Neutral,$21 &#187; $25,25,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Caterpillar,CAT,UBS,Neutral,$100 &#187; $117,117,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,United Rentals,URI,UBS,Buy,$40 &#187; $50,50,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Carbo Ceramics,CRR,Cowen,Buy,$191 &#187; $153,153,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Life Technologies,LIFE,Maxim Group,Buy,$51 &#187; $60,60,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Avnet,AVT,Longbow,Buy,$40 &#187; $43,43,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,JB Hunt Trans,JBHT,Cowen,Buy,$49 &#187; $54,54,,0.0
27-Jan-2012,Coverage Reit/Price Tgt Changed*,Colgate-Palmolive,CL,Caris &amp; Company,Average,$98 &#187; $95,95,,0.0
